Ct OIII SII NII OII Ha Hb
32814 9.3165E+33 1.5504E+30 6.4257E+31 1.0792E+30 2.2154E+35 7.7285E+34
32815 1.8150E+36 9.8582E+33 1.1043E+35 1.8004E+34 2.2374E+35 8.0657E+34
32816 4.0528E+35 1.9361E+32 9.1185E+32 1.6473E+32 6.5213E+34 2.3692E+34
32817 6.6158E+35 3.1464E+32 1.6393E+33 3.3490E+32 9.1566E+34 3.3213E+34
32818 9.1758E+35 5.0771E+32 3.0097E+33 6.2786E+32 1.1995E+35 4.3434E+34
32819 1.1630E+36 8.0978E+32 5.4960E+33 1.1100E+33 1.4600E+35 5.2816E+34
32820 1.4249E+36 1.3892E+33 1.1245E+34 2.1381E+33 1.7158E+35 6.2035E+34
32821 1.6801E+36 2.6910E+33 2.8198E+34 4.9826E+33 1.9638E+35 7.0968E+34
32822 1.8120E+36 5.9030E+33 7.9369E+34 1.3985E+34 2.1757E+35 7.8517E+34
32823 7.9018E+34 1.1489E+31 4.6753E+31 8.9139E+30 2.0264E+35 7.2097E+34
32824 2.4503E+35 2.5247E+31 1.1370E+32 4.0656E+31 2.8120E+35 1.0001E+35
32825 2.9313E+34 4.9420E+30 2.0473E+30 3.4104E+30 2.2260E+35 7.7511E+34
32826 1.8682E+36 1.0777E+34 1.2311E+34 2.0920E+34 2.2430E+35 8.0761E+34
32827 4.1448E+35 1.9771E+32 9.2983E+31 1.6963E+32 6.6225E+34 2.4059E+34
32828 6.7335E+35 3.2016E+32 1.6640E+32 3.4430E+32 9.2545E+34 3.3570E+34
32829 9.2521E+35 5.0858E+32 3.0045E+32 6.3907E+32 1.1981E+35 4.3391E+34
32830 1.1718E+36 8.0744E+32 5.4825E+32 1.1342E+33 1.4531E+35 5.2578E+34
32831 1.4658E+36 1.4666E+33 1.2216E+33 2.3710E+33 1.7284E+35 6.2501E+34
32832 1.8554E+36 1.0548E+34 3.7922E+34 2.0185E+34 2.2413E+35 8.0729E+34
32833 1.7307E+36 2.8846E+33 3.1651E+33 5.7536E+33 1.9712E+35 7.1240E+34
32834 1.8656E+36 6.4134E+33 8.9653E+33 1.6505E+34 2.1825E+35 7.8704E+34
32835 4.1217E+35 1.9670E+32 2.9264E+32 1.6840E+32 6.5977E+34 2.3970E+34
32836 6.7040E+35 3.1879E+32 5.2426E+32 3.4194E+32 9.2305E+34 3.3482E+34
32837 9.2324E+35 5.0832E+32 9.5037E+32 6.3620E+32 1.1984E+35 4.3401E+34
32838 1.1695E+36 8.0774E+32 1.7338E+33 1.1279E+33 1.4546E+35 5.2629E+34
32839 1.4621E+36 1.4674E+33 3.8565E+33 2.3519E+33 1.7310E+35 6.2594E+34
32840 1.7057E+36 2.7243E+33 9.1828E+33 5.2574E+33 1.9565E+35 7.0713E+34
32841 1.8525E+36 6.2549E+33 2.7384E+34 1.5781E+34 2.1795E+35 7.8616E+34
32842 2.8101E+34 4.4637E+30 5.8351E+31 3.2256E+30 2.1520E+35 7.5521E+34
32843 7.8309E+34 1.0155E+31 4.0763E+32 8.8908E+30 2.0263E+35 7.3265E+34
32844 2.7395E+34 3.9806E+30 1.6330E+32 3.1154E+30 2.0932E+35 7.4304E+34
32845 2.8959E+34 4.7846E+30 1.9820E+31 3.3559E+30 2.2020E+35 7.6868E+34
32846 8.0566E+34 1.1909E+31 1.5383E+31 9.1217E+30 2.0475E+35 7.2639E+34
32847 2.3655E+35 2.5187E+31 3.5735E+31 3.8413E+31 2.8070E+35 9.9571E+34
32848 8.1088E+34 1.2057E+31 4.9306E+30 9.1892E+30 2.0552E+35 7.2837E+34
32849 2.3970E+35 2.5562E+31 1.1485E+31 3.9057E+31 2.8223E+35 1.0002E+35
32850 7.8652E+34 1.0888E+31 1.3920E+32 8.8450E+30 2.0156E+35 7.2189E+34
32851 2.4870E+35 2.4273E+31 3.4647E+32 4.2127E+31 2.7856E+35 9.9681E+34
32852 1.9733E+35 2.6692E+31 1.0563E+31 2.1757E+31 1.8897E+35 6.8403E+34
32853 5.7301E+35 5.7649E+31 2.5160E+31 9.2614E+31 2.6284E+35 9.5223E+34
32854 5.5824E+35 6.0884E+31 3.0362E+33 6.0713E+31 1.8729E+35 6.8100E+34
32855 1.9538E+35 2.6419E+31 3.3037E+31 2.1543E+31 1.8858E+35 6.8298E+34
32856 5.8407E+35 5.8190E+31 8.0640E+31 9.5600E+31 2.6418E+35 9.5757E+34
32857 1.9358E+35 2.5433E+31 3.2033E+32 2.1396E+31 1.9139E+35 6.9611E+34
32858 2.0997E+35 2.7663E+31 1.0998E+32 2.3515E+31 1.9488E+35 7.0692E+34
32859 2.7650E+31 7.9560E+31 3.1813E+32 2.8394E+31 2.7416E+34 9.0930E+33
32860 2.7647E+31 2.8255E+31 2.8311E+32 2.5926E+31 2.6423E+34 8.7852E+33
32861 2.7649E+31 3.6738E+31 2.9608E+32 2.6794E+31 2.6841E+34 8.9125E+33
32862 2.7649E+31 4.4593E+31 3.0348E+32 2.7311E+31 2.7049E+34 8.9766E+33
32863 2.7649E+31 5.2965E+31 3.0893E+32 2.7703E+31 2.7191E+34 9.0210E+33
32864 2.7650E+31 5.9579E+31 3.1211E+32 2.7938E+31 2.7271E+34 9.0462E+33
32865 2.7650E+31 6.6559E+31 3.1471E+32 2.8133E+31 2.7334E+34 9.0665E+33
32866 2.7650E+31 7.2303E+31 3.1642E+32 2.8263E+31 2.7375E+34 9.0797E+33
32867 4.1605E+35 5.6193E+31 2.3282E+31 4.3503E+31 1.8119E+35 6.6023E+34
32868 4.2781E+35 5.6967E+31 2.4030E+32 4.4858E+31 1.8351E+35 6.6862E+34
32869 2.0580E+35 2.5498E+31 1.0581E+33 2.3015E+31 1.9839E+35 7.2326E+34
32870 8.7616E+30 2.5243E+31 1.0105E+31 9.0040E+30 2.7454E+34 9.1005E+33
32871 8.7607E+30 2.5236E+31 1.0094E+32 9.0024E+30 2.7451E+34 9.1000E+33
32872 2.7558E+31 7.9303E+31 3.1660E+33 2.8270E+31 2.7353E+34 9.0804E+33
32873 2.7555E+31 2.8194E+31 2.8202E+33 2.5822E+31 2.6365E+34 8.7732E+33
32874 2.7557E+31 3.6660E+31 2.9485E+33 2.6686E+31 2.6780E+34 8.9002E+33
32875 2.7558E+31 4.4497E+31 3.0217E+33 2.7199E+31 2.6988E+34 8.9641E+33
32876 8.7516E+30 2.5204E+31 1.0062E+33 8.9905E+30 2.7432E+34 9.0962E+33
32877 2.7558E+31 5.2837E+31 3.0755E+33 2.7588E+31 2.7129E+34 9.0085E+33
32878 2.7558E+31 5.9431E+31 3.1069E+33 2.7820E+31 2.7208E+34 9.0336E+33
32879 8.7614E+30 2.5242E+31 3.1944E+31 9.0037E+30 2.7453E+34 9.1004E+33
32880 2.7558E+31 6.6379E+31 3.1325E+33 2.8013E+31 2.7272E+34 9.0539E+33
32881 8.7586E+30 2.5224E+31 3.1878E+32 8.9994E+30 2.7446E+34 9.0990E+33
32882 2.7558E+31 7.2098E+31 3.1492E+33 2.8141E+31 2.7312E+34 9.0671E+33
32883 4.4938E+35 5.9493E+31 7.8813E+31 4.7609E+31 1.8733E+35 6.8255E+34
32884 4.4709E+35 5.7188E+31 7.9296E+32 4.6701E+31 1.8520E+35 6.7450E+34
32885 8.6895E+31 2.4855E+32 9.9887E+32 8.9032E+31 2.7303E+34 9.0706E+33
32886 8.6887E+31 8.8874E+31 8.9025E+32 8.1393E+31 2.6322E+34 8.7646E+33
32887 8.6893E+31 1.1550E+32 9.3083E+32 8.4107E+31 2.6736E+34 8.8912E+33
32888 8.7600E+30 8.9527E+30 8.9782E+31 8.2154E+30 2.6453E+34 8.7910E+33
32889 2.7657E+31 7.9606E+31 1.0068E+32 2.8405E+31 2.7421E+34 9.0941E+33
32890 8.6894E+31 1.4011E+32 9.5392E+32 8.5714E+31 2.6942E+34 8.9550E+33
32891 8.6894E+31 1.6624E+32 9.7081E+32 8.6928E+31 2.7082E+34 8.9991E+33
32892 8.6895E+31 1.8684E+32 9.8062E+32 8.7650E+31 2.7161E+34 9.0241E+33
32893 8.6895E+31 2.0851E+32 9.8859E+32 8.8247E+31 2.7223E+34 9.0443E+33
32894 2.7659E+31 7.9597E+31 3.1848E+31 2.8407E+31 2.7422E+34 9.0943E+33
32895 8.6895E+31 2.2627E+32 9.9375E+32 8.8639E+31 2.7263E+34 9.0574E+33
32896 8.7609E+30 8.9556E+30 8.9857E+30 8.2167E+30 2.6455E+34 8.7914E+33
32897 8.7578E+30 8.9475E+30 2.8360E+32 8.2129E+30 2.6448E+34 8.7900E+33
32898 8.7607E+30 8.9547E+30 2.8409E+31 8.2165E+30 2.6455E+34 8.7913E+33
32899 8.7508E+30 8.9378E+30 8.9533E+32 8.2054E+30 2.6435E+34 8.7873E+33
32900 8.7605E+30 1.1635E+31 9.3900E+31 8.4913E+30 2.6872E+34 8.9187E+33
32901 2.7628E+31 7.9512E+31 1.0045E+33 2.8366E+31 2.7401E+34 9.0900E+33
32902 8.6965E+31 2.4870E+32 3.1629E+32 8.9132E+31 2.7319E+34 9.0737E+33
32903 2.7029E+32 7.5935E+32 3.1049E+32 2.7531E+32 2.7025E+34 9.0152E+33
32904 8.7614E+30 1.1639E+31 9.3992E+30 8.4927E+30 2.6874E+34 8.9192E+33
32905 2.7027E+32 2.7830E+32 2.7801E+32 2.5271E+32 2.6078E+34 8.7153E+33
32906 8.7584E+30 1.1629E+31 2.9658E+32 8.4887E+30 2.6867E+34 8.9178E+33
32907 2.7029E+32 3.6107E+32 2.9052E+32 2.6100E+32 2.6480E+34 8.8398E+33
32908 8.6987E+31 2.4880E+32 1.0007E+32 8.9158E+31 2.7323E+34 9.0746E+33
32909 8.7612E+30 1.1638E+31 2.9715E+31 8.4925E+30 2.6874E+34 8.9191E+33
32910 2.7029E+32 4.3699E+32 2.9755E+32 2.6585E+32 2.6679E+34 8.9022E+33
32911 2.7029E+32 5.1689E+32 3.0260E+32 2.6944E+32 2.6814E+34 8.9453E+33
32912 2.6012E+32 7.1024E+32 2.9778E+34 2.6131E+32 2.6399E+34 8.8889E+33
32913 2.7029E+32 5.7912E+32 3.0546E+32 2.7153E+32 2.6889E+34 8.9697E+33
32914 2.7029E+32 6.4375E+32 3.0773E+32 2.7322E+32 2.6949E+34 8.9895E+33
32915 2.7029E+32 6.9574E+32 3.0915E+32 2.7428E+32 2.6987E+34 9.0023E+33
32916 2.6010E+32 2.6657E+32 2.6778E+34 2.4056E+32 2.5456E+34 8.5830E+33
32917 2.6012E+32 3.4486E+32 2.7974E+34 2.4844E+32 2.5852E+34 8.7087E+33
32918 2.6012E+32 4.1620E+32 2.8632E+34 2.5297E+32 2.6048E+34 8.7717E+33
32919 2.6012E+32 4.9117E+32 2.9100E+34 2.5629E+32 2.6182E+34 8.8158E+33
32920 2.6012E+32 5.4910E+32 2.9358E+34 2.5817E+32 2.6258E+34 8.8410E+33
32921 8.7514E+30 1.1619E+31 9.3625E+32 8.4809E+30 2.6854E+34 8.9150E+33
32922 2.6012E+32 6.0834E+32 2.9556E+34 2.5963E+32 2.6319E+34 8.8616E+33
32923 2.6012E+32 6.5498E+32 2.9674E+34 2.6052E+32 2.6359E+34 8.8752E+33
32924 2.6723E+32 7.4787E+32 9.6879E+33 2.7103E+32 2.6826E+34 8.9753E+33
32925 8.7607E+30 1.4122E+31 9.6253E+31 8.6556E+30 2.7082E+34 8.9831E+33
32926 2.6720E+32 2.7633E+32 8.6988E+33 2.4918E+32 2.5891E+34 8.6768E+33
32927 2.6722E+32 3.5843E+32 9.0850E+33 2.5731E+32 2.6287E+34 8.8004E+33
32928 2.6722E+32 4.3364E+32 9.3005E+33 2.6204E+32 2.6483E+34 8.8625E+33
32929 2.6723E+32 5.1242E+32 9.4541E+33 2.6551E+32 2.6616E+34 8.9054E+33
32930 2.6723E+32 5.7349E+32 9.5404E+33 2.6751E+32 2.6690E+34 8.9298E+33
32931 2.6723E+32 6.3666E+32 9.6080E+33 2.6911E+32 2.6750E+34 8.9495E+33
32932 2.6723E+32 6.8690E+32 9.6495E+33 2.7010E+32 2.6788E+34 8.9624E+33
32933 8.7615E+30 1.4126E+31 9.6353E+30 8.6570E+30 2.7084E+34 8.9836E+33
32934 8.7585E+30 1.4115E+31 3.0400E+32 8.6529E+30 2.7077E+34 8.9821E+33
32935 8.7613E+30 1.4125E+31 3.0460E+31 8.6568E+30 2.7084E+34 8.9835E+33
32936 8.5967E+31 2.4572E+32 9.8686E+33 8.7780E+31 2.7110E+34 9.0319E+33
32937 8.7515E+30 1.4103E+31 9.5964E+32 8.6448E+30 2.7063E+34 8.9793E+33
32938 2.7008E+32 7.5879E+32 9.8082E+32 2.7501E+32 2.7011E+34 9.0123E+33
32939 8.6677E+31 2.4784E+32 3.1485E+33 8.8737E+31 2.7257E+34 9.0613E+33
32940 2.7654E+31 2.8272E+31 8.9584E+31 2.5936E+31 2.6429E+34 8.7864E+33
32941 8.7607E+30 1.6772E+31 9.7987E+31 8.7806E+30 2.7225E+34 9.0277E+33
32942 2.7656E+31 2.8265E+31 2.8333E+31 2.5936E+31 2.6430E+34 8.7864E+33
32943 8.7614E+30 1.6778E+31 3.1010E+31 8.7820E+30 2.7227E+34 9.0281E+33
32944 8.7616E+30 1.6778E+31 9.8093E+30 8.7822E+30 2.7228E+34 9.0282E+33
32945 8.7585E+30 1.6766E+31 3.0947E+32 8.7779E+30 2.7220E+34 9.0267E+33
32946 2.6941E+32 7.5619E+32 3.0920E+33 2.7408E+32 2.6967E+34 9.0036E+33
32947 8.7516E+30 1.6754E+31 9.7691E+32 8.7697E+30 2.7206E+34 9.0239E+33
32948 2.7656E+31 3.6759E+31 9.3693E+31 2.6805E+31 2.6846E+34 8.9137E+33
32949 8.7607E+30 1.8874E+31 9.9005E+31 8.8558E+30 2.7305E+34 9.0530E+33
32950 8.6958E+31 8.8895E+31 2.8177E+32 8.1474E+31 2.6336E+34 8.7674E+33
32951 2.7658E+31 3.6751E+31 2.9634E+31 2.6806E+31 2.6847E+34 8.9138E+33
32952 2.7625E+31 2.8246E+31 8.9429E+32 2.5903E+31 2.6410E+34 8.7825E+33
32953 8.7614E+30 1.8877E+31 3.1332E+31 8.8570E+30 2.7307E+34 9.0534E+33
32954 8.7616E+30 1.8879E+31 9.9112E+30 8.8573E+30 2.7308E+34 9.0535E+33
32955 8.6979E+31 8.8916E+31 8.9133E+31 8.1496E+31 2.6341E+34 8.7683E+33
32956 8.0562E+32 2.0348E+33 2.9083E+33 8.0171E+32 2.6142E+34 8.8371E+33
32957 8.7585E+30 1.8863E+31 3.1268E+32 8.8528E+30 2.7300E+34 9.0520E+33
32958 8.0553E+32 7.9575E+32 2.6175E+33 7.4005E+32 2.5161E+34 8.5154E+33
32959 8.0560E+32 1.0207E+33 2.7384E+33 7.6467E+32 2.5574E+34 8.6479E+33
32960 8.7516E+30 1.8850E+31 9.8701E+32 8.8444E+30 2.7286E+34 9.0492E+33
32961 2.7656E+31 4.4616E+31 9.6038E+31 2.7321E+31 2.7055E+34 8.9777E+33
32962 8.0562E+32 1.2489E+33 2.8099E+33 7.7980E+32 2.5793E+34 8.7192E+33
32963 8.0562E+32 1.4306E+33 2.8480E+33 7.8809E+32 2.5908E+34 8.7573E+33
32964 8.0798E+32 2.0464E+33 9.2251E+32 8.0477E+32 2.6181E+34 8.8453E+33
32965 8.0562E+32 1.6243E+33 2.8765E+33 7.9444E+32 2.5999E+34 8.7882E+33
32966 8.0562E+32 1.7816E+33 2.8927E+33 7.9812E+32 2.6059E+34 8.8086E+33
32967 8.0562E+32 1.9279E+33 2.9032E+33 8.0052E+32 2.6108E+34 8.8253E+33
32968 8.7607E+30 2.1092E+31 9.9838E+31 8.9184E+30 2.7369E+34 9.0734E+33
32969 7.9895E+32 2.0045E+33 9.1122E+33 7.9243E+32 2.6022E+34 8.8127E+33
32970 2.7658E+31 4.4608E+31 3.0377E+31 2.7322E+31 2.7056E+34 8.9779E+33
32971 8.6963E+31 1.1552E+32 2.9466E+32 8.4192E+31 2.6750E+34 8.8942E+33
32972 2.7627E+31 3.6726E+31 9.3510E+32 2.6770E+31 2.6827E+34 8.9097E+33
32973 7.1242E+32 1.7169E+33 8.1118E+34 6.7788E+32 2.4738E+34 8.5541E+33
32974 8.7614E+30 2.1095E+31 3.1596E+31 8.9196E+30 2.7371E+34 9.0738E+33
32975 8.6985E+31 1.1555E+32 9.3214E+31 8.4215E+31 2.6755E+34 8.8951E+33
32976 7.7790E+32 1.9248E+33 2.8019E+34 7.6392E+32 2.5669E+34 8.7417E+33
32977 8.7586E+30 2.1083E+31 3.1531E+32 8.9155E+30 2.7364E+34 9.0724E+33
32978 8.5960E+31 8.8283E+31 8.8149E+33 8.0349E+31 2.6142E+34 8.7273E+33
32979 8.7616E+30 2.1098E+31 9.9948E+30 8.9199E+30 2.7371E+34 9.0739E+33
32980 2.7657E+31 5.2977E+31 9.7763E+31 2.7713E+31 2.7197E+34 9.0221E+33
32981 2.7005E+32 2.7817E+32 8.7845E+32 2.5246E+32 2.6065E+34 8.7126E+33
32982 8.6669E+31 8.8709E+31 2.8080E+33 8.1146E+31 2.6279E+34 8.7556E+33
32983 8.7516E+30 2.1066E+31 9.9530E+32 8.9068E+30 2.7350E+34 9.0696E+33
32984 8.7607E+30 2.2922E+31 1.0039E+32 8.9600E+30 2.7410E+34 9.0867E+33
32985 2.7659E+31 5.2981E+31 3.0924E+31 2.7715E+31 2.7198E+34 9.0224E+33
32986 8.6964E+31 1.4010E+32 3.0199E+32 8.5801E+31 2.6957E+34 8.9579E+33
32987 2.7627E+31 4.4580E+31 9.5840E+32 2.7286E+31 2.7035E+34 8.9738E+33
32988 8.6986E+31 1.4016E+32 9.5537E+31 8.5825E+31 2.6961E+34 8.9589E+33
32989 8.7614E+30 2.2925E+31 3.1769E+31 8.9613E+30 2.7412E+34 9.0871E+33
32990 8.5965E+31 1.1473E+32 9.2126E+33 8.3017E+31 2.6549E+34 8.8531E+33
32991 8.7616E+30 2.2927E+31 1.0050E+31 8.9616E+30 2.7413E+34 9.0872E+33
32992 8.7586E+30 2.2911E+31 3.1704E+32 8.9570E+30 2.7405E+34 9.0857E+33
32993 2.6939E+32 2.7773E+32 2.7714E+33 2.5171E+32 2.6024E+34 8.7041E+33
32994 2.7657E+31 5.9606E+31 9.8773E+31 2.7949E+31 2.7276E+34 9.0473E+33
32995 8.6675E+31 1.1527E+32 2.9354E+33 8.3849E+31 2.6691E+34 8.8820E+33
32996 2.7007E+32 3.6089E+32 9.1792E+32 2.6074E+32 2.6466E+34 8.8370E+33
32997 8.7516E+30 2.2893E+31 1.0007E+33 8.9483E+30 2.7391E+34 9.0829E+33
32998 2.7659E+31 5.9597E+31 3.1244E+31 2.7950E+31 2.7277E+34 9.0475E+33
32999 2.7628E+31 5.2941E+31 9.7555E+32 2.7677E+31 2.7177E+34 9.0181E+33
33000 8.6965E+31 1.6627E+32 3.0736E+32 8.7019E+31 2.7097E+34 9.0021E+33
33001 8.5966E+31 1.4260E+32 9.4634E+33 8.4772E+31 2.6774E+34 8.9233E+33
33002 8.6987E+31 1.6632E+32 9.7239E+31 8.7044E+31 2.7102E+34 9.0030E+33
33003 2.6941E+32 3.6035E+32 2.8954E+33 2.5995E+32 2.6424E+34 8.8284E+33
33004 8.6676E+31 1.3982E+32 3.0078E+33 8.5447E+31 2.6896E+34 8.9457E+33
33005 2.7657E+31 6.6592E+31 9.9599E+31 2.8144E+31 2.7340E+34 9.0676E+33
33006 2.7007E+32 4.3675E+32 9.4005E+32 2.6558E+32 2.6665E+34 8.8993E+33
33007 8.0789E+32 7.9948E+32 8.3027E+32 7.4293E+32 2.5204E+34 8.5251E+33
33008 2.7476E+32 3.9983E+31 8.7524E+31 2.9249E+31 8.9555E+34 2.9769E+34
33009 2.7476E+32 1.3659E+31 7.5987E+31 2.7634E+31 8.7108E+34 2.9005E+34
33010 2.1340E+33 4.2312E+33 2.4203E+33 1.9900E+33 2.4389E+34 8.4856E+33
33011 2.7476E+32 1.8045E+31 8.0223E+31 2.8280E+31 8.8278E+34 2.9364E+34
33012 2.7476E+32 2.2559E+31 8.2877E+31 2.8654E+31 8.8826E+34 2.9534E+34
33013 2.7476E+32 2.6318E+31 8.4436E+31 2.8863E+31 8.9101E+34 2.9622E+34
33014 2.1335E+33 1.9950E+33 2.2063E+33 1.8627E+33 2.3284E+34 8.1048E+33
33015 2.1158E+33 4.1932E+33 7.5883E+33 1.9668E+33 2.4323E+34 8.4718E+33
33016 7.9886E+32 7.9245E+32 8.2176E+33 7.3249E+32 2.5051E+34 8.4929E+33
33017 2.7476E+32 3.0350E+31 8.5680E+31 2.9024E+31 8.9298E+34 2.9685E+34
33018 2.7659E+31 6.6580E+31 3.1505E+31 2.8146E+31 2.7341E+34 9.0678E+33
33019 2.1339E+33 2.5640E+33 2.3220E+33 1.9308E+33 2.3773E+34 8.2722E+33
33020 8.5967E+31 1.6498E+32 9.6015E+33 8.5770E+31 2.6891E+34 8.9603E+33
33021 2.7628E+31 5.9553E+31 9.8556E+32 2.7911E+31 2.7256E+34 9.0433E+33
33022 2.7476E+32 3.3328E+31 8.6390E+31 2.9113E+31 8.9401E+34 2.9719E+34
33023 8.6965E+31 1.8689E+32 3.1048E+32 8.7744E+31 2.7176E+34 9.0272E+33
33024 2.1339E+33 3.0347E+33 2.3728E+33 1.9613E+33 2.3988E+34 8.3466E+33
33025 2.7477E+32 3.9993E+31 2.7688E+31 2.9250E+31 8.9557E+34 2.9770E+34
33026 7.7781E+32 7.7774E+32 2.5377E+34 7.0843E+32 2.4711E+34 8.4225E+33
33027 2.7476E+32 3.6953E+31 8.7073E+31 2.9196E+31 8.9496E+34 2.9750E+34
33028 7.1233E+32 7.3311E+32 7.4321E+34 6.3430E+32 2.3804E+34 8.2352E+33
33029 2.1340E+33 3.4353E+33 2.3988E+33 1.9772E+33 2.4121E+34 8.3927E+33
33030 8.6987E+31 1.8695E+32 9.8228E+31 8.7769E+31 2.7181E+34 9.0281E+33
33031 2.1340E+33 3.7720E+33 2.4122E+33 1.9853E+33 2.4218E+34 8.4267E+33
33032 2.7475E+32 3.9922E+31 2.7656E+32 2.9248E+31 8.9551E+34 2.9769E+34
33033 2.1340E+33 4.0088E+33 2.4178E+33 1.9886E+33 2.4289E+34 8.4512E+33
33034 2.6941E+32 4.3604E+32 2.9648E+33 2.6476E+32 2.6622E+34 8.8906E+33
33035 2.1340E+33 4.1607E+33 2.4198E+33 1.9898E+33 2.4345E+34 8.4706E+33
33036 2.7468E+32 3.9925E+31 8.7346E+32 2.9237E+31 8.9532E+34 2.9765E+34
33037 2.7448E+32 3.9896E+31 2.7569E+33 2.9208E+31 8.9480E+34 2.9754E+34
33038 8.0796E+32 1.0258E+33 8.6857E+32 7.6759E+32 2.5616E+34 8.6571E+33
33039 2.7468E+32 1.3638E+31 7.5852E+32 2.7621E+31 8.7080E+34 2.8999E+34
33040 2.7448E+32 1.3628E+31 2.3950E+33 2.7595E+31 8.7029E+34 2.8988E+34
33041 2.7468E+32 1.8010E+31 8.0060E+32 2.8268E+31 8.8252E+34 2.9358E+34
33042 8.6675E+32 1.2610E+32 8.7270E+31 9.2262E+31 8.9432E+34 2.9743E+34
33043 2.7448E+32 1.7998E+31 2.5276E+33 2.8241E+31 8.8200E+34 2.9347E+34
33044 2.7468E+32 2.2515E+31 8.2704E+32 2.8641E+31 8.8801E+34 2.9529E+34
33045 2.7448E+32 2.2501E+31 2.6110E+33 2.8614E+31 8.8749E+34 2.9518E+34
33046 2.7468E+32 2.6265E+31 8.4261E+32 2.8851E+31 8.9076E+34 2.9616E+34
33047 2.7008E+32 5.1647E+32 9.5595E+32 2.6916E+32 2.6799E+34 8.9424E+33
33048 8.6676E+31 1.6587E+32 3.0608E+33 8.6654E+31 2.7036E+34 8.9898E+33
33049 2.7448E+32 2.6251E+31 2.6600E+33 2.8823E+31 8.9024E+34 2.9605E+34
33050 2.7468E+32 3.0296E+31 8.5504E+32 2.9012E+31 8.9274E+34 2.9680E+34
33051 2.7657E+31 7.2341E+31 1.0014E+32 2.8274E+31 2.7380E+34 9.0808E+33
33052 2.7448E+32 3.0277E+31 2.6991E+33 2.8984E+31 8.9222E+34 2.9669E+34
33053 2.7468E+32 3.3274E+31 8.6214E+32 2.9101E+31 8.9378E+34 2.9714E+34
33054 2.7448E+32 3.3250E+31 2.7214E+33 2.9073E+31 8.9326E+34 2.9703E+34
33055 2.7468E+32 3.6897E+31 8.6896E+32 2.9184E+31 8.9473E+34 2.9745E+34
33056 2.0566E+33 4.0778E+33 2.3346E+34 1.8931E+33 2.4127E+34 8.4321E+33
33057 2.7659E+31 7.2332E+31 3.1676E+31 2.8275E+31 2.7382E+34 9.0810E+33
33058 2.7448E+32 3.6870E+31 2.7428E+33 2.9155E+31 8.9420E+34 2.9734E+34
33059 7.9893E+32 1.0165E+33 8.5940E+33 7.5672E+32 2.5460E+34 8.6247E+33
33060 2.0561E+33 1.9494E+33 2.1365E+34 1.7770E+33 2.3029E+34 8.0522E+33
33061 8.5967E+31 1.8531E+32 9.6960E+33 8.6468E+31 2.6968E+34 8.9853E+33
33062 2.0565E+33 2.5001E+33 2.2453E+34 1.8401E+33 2.3510E+34 8.2180E+33
33063 2.0566E+33 2.9517E+33 2.2921E+34 1.8679E+33 2.3724E+34 8.2924E+33
33064 2.0566E+33 3.3771E+33 2.3176E+34 1.8832E+33 2.3871E+34 8.3438E+33
33065 2.7628E+31 6.6530E+31 9.9376E+32 2.8106E+31 2.7320E+34 9.0636E+33
33066 2.0566E+33 3.6693E+33 2.3280E+34 1.8894E+33 2.3962E+34 8.3753E+33
33067 7.1240E+32 9.5548E+32 7.7705E+34 6.5529E+32 2.4209E+34 8.3719E+33
33068 2.0566E+33 3.8812E+33 2.3325E+34 1.8920E+33 2.4031E+34 8.3991E+33
33069 8.6987E+31 2.0865E+32 9.9031E+31 8.8368E+31 2.7243E+34 9.0483E+33
33070 2.0566E+33 4.0118E+33 2.3341E+34 1.8929E+33 2.4083E+34 8.4171E+33
33071 8.6965E+31 2.0858E+32 3.1302E+32 8.8342E+31 2.7239E+34 9.0474E+33
33072 7.7788E+32 9.9660E+32 2.6521E+34 7.3155E+32 2.5111E+34 8.5532E+33
33073 2.6941E+32 5.1553E+32 3.0146E+33 2.6832E+32 2.6756E+34 8.9337E+33
33074 8.0798E+32 1.2556E+33 8.9128E+32 7.8277E+32 2.5835E+34 8.7281E+33
33075 8.6676E+31 1.8642E+32 3.0915E+33 8.7371E+31 2.7114E+34 9.0148E+33
33076 2.7008E+32 5.7872E+32 9.6499E+32 2.7125E+32 2.6874E+34 8.9669E+33
33077 7.9895E+32 1.2431E+33 8.8153E+33 7.7154E+32 2.5677E+34 8.6957E+33
33078 8.5967E+31 2.0663E+32 9.7721E+33 8.7040E+31 2.7030E+34 9.0055E+33
33079 2.7628E+31 7.2268E+31 9.9911E+32 2.8235E+31 2.7360E+34 9.0768E+33
33080 7.1241E+32 1.1332E+33 7.9215E+34 6.6505E+32 2.4388E+34 8.4334E+33
33081 8.6987E+31 2.2643E+32 9.9552E+31 8.8762E+31 2.7283E+34 9.0614E+33
33082 7.7789E+32 1.2164E+33 2.7182E+34 7.4546E+32 2.5324E+34 8.6239E+33
33083 8.6965E+31 2.2637E+32 3.1466E+32 8.8736E+31 2.7279E+34 9.0605E+33
33084 1.8771E+33 3.7462E+33 6.7701E+34 1.6752E+33 2.3619E+34 8.3266E+33
33085 1.8768E+33 1.8573E+33 6.2574E+34 1.5836E+33 2.2560E+34 7.9575E+33
33086 1.8771E+33 2.3262E+33 6.5316E+34 1.6320E+33 2.2990E+34 8.1077E+33
33087 1.8771E+33 2.7806E+33 6.6685E+34 1.6567E+33 2.3227E+34 8.1907E+33
